assetUid,parentAssetUid,assetType,locationUid,parentLocationUid,locationType
016ffb6a-a458-4b36-bd94-aeb463a2ee9b,471d512e-a7f0-46a3-a4cd-9ae0f1a883ba,CAMERA,9f0ov0mi1ijnae1pl9,,PARKING_ZONE
016ffb6a-a458-4b36-bd94-aeb463a2ee9b,471d512e-a7f0-46a3-a4cd-9ae0f1a883ba,CAMERA,e6f328a6,,TRAFFIC_LANE
0174d5dc-07d4-4154-bc5b-bb2c12801f58,35d3232b-6348-42ae-95a1-4b925fcbeb50,CAMERA,u4wakzklvxsjigb1knq,,PARKING_ZONE
0174d5dc-07d4-4154-bc5b-bb2c12801f58,35d3232b-6348-42ae-95a1-4b925fcbeb50,CAMERA,26176e21,,TRAFFIC_LANE
01822f9c-1f80-4387-ac8c-a489ea6bb842,d47ff667-08ac-49b0-b4c8-3c601b7d390a,CAMERA,88e63ba4,,TRAFFIC_LANE
0196de84-abd3-4cff-9d1b-dff3bb941882,40f557b1-e2e3-4b90-8285-245a1469f921,CAMERA,c80fa46e,,WALKWAY
01a612ab-1440-4185-92c8-926ed0ed9ef7,9e5988e2-b796-42b9-8755-0e91ebf79da8,CAMERA,f4d5634d,,TRAFFIC_LANE
01b1fe56-fe39-45db-8394-2be0522b3bce,9d276923-1b3b-47af-9bc0-5b5698d2577e,CAMERA,9d3e38eb,,TRAFFIC_LANE
01c0572d-f5f4-40e1-a674-1a1c44c6cbe7,a6ea4fb7-d548-4d35-997a-beaff368e72e,CAMERA,3df03176,,WALKWAY
01e00344-77f0-4bfe-96b5-9fe4ee505eb2,df08dde1-7774-4cea-a119-4ce0686da6dc,CAMERA,20d7cf3b,,WALKWAY
01e00344-77f0-4bfe-96b5-9fe4ee505eb2,df08dde1-7774-4cea-a119-4ce0686da6dc,CAMERA,20d9d1c2,,TRAFFIC_LANE
01e7442a-f5cf-497a-a3c3-d02cec75c441,6df6b0fe-a6d8-42c8-9f1f-e33f63b84563,CAMERA,4452d7ea,,WALKWAY
01e9ad28-0285-413c-bd2e-6344e7ce0dd8,77dd5bf1-bc58-4b4b-9103-6d2d40b19326,CAMERA,a8094cd3,,WALKWAY
01fb7ce8-b62b-4bc4-ba0c-f67daf638f6a,fdc8fc7b-1dba-4209-a3b0-a60cd55fd2ac,CAMERA,f1c32295,,TRAFFIC_LANE
02017746-1236-430a-8841-a82fb6f6ef43,238e53ae-aefc-47e7-aec2-642cf47bc03a,CAMERA,f2bde627,,TRAFFIC_LANE
0209b088-c3ec-484f-b3ce-7793c69895db,8ded144a-abc2-46ed-82f1-1ffd7fb4910b,CAMERA,kbz47ahp9kjnyxcyz2,,PARKING_ZONE
0209b088-c3ec-484f-b3ce-7793c69895db,8ded144a-abc2-46ed-82f1-1ffd7fb4910b,CAMERA,ac1e1aa4,,TRAFFIC_LANE
02178a05-fdd7-48df-bf0b-8f02512304a4,0927385d-dfab-4faa-a16a-16554bb8d1c9,CAMERA,473db59f,,WALKWAY
02276cc4-dc67-4e12-ab0c-ffe3d19747c4,7ae6bb48-d9a9-4856-b0f2-de1a22233c53,CAMERA,u3ghb8mz7pk0gyfytl,,TRAFFIC_LANE
023bdaa1-4503-4fed-bb79-3ae74e5d810a,f66cc701-af0a-4125-b0ee-703b6ed501cb,CAMERA,1f6d5ba8,,TRAFFIC_LANE
023bdaa1-4503-4fed-bb79-3ae74e5d810a,f66cc701-af0a-4125-b0ee-703b6ed501cb,CAMERA,1f6b5921,,WALKWAY
027afd2a-272d-4d7f-87c1-7c7a7dab692d,df18d01e-aad2-45f1-9c6c-d0cf71fdba5f,CAMERA,kj5ofp8y32ok20qzbk5,,TRAFFIC_LANE
027afd2a-272d-4d7f-87c1-7c7a7dab692d,df18d01e-aad2-45f1-9c6c-d0cf71fdba5f,CAMERA,ejzeys31dg7jmi4gu9s,,PARKING_ZONE
027e1247-75f6-4b26-a9e2-8a993d8c1dac,99fa0297-8cf1-405b-8ecf-fa912510ca1c,CAMERA,zas0eavyapjjkjrrd23,,PARKING_ZONE
028d3277-6e98-4ad1-bde1-874c439290ac,fbe6e801-ceb1-4822-9f93-df5b3a465ba2,CAMERA,ab4aba15,,TRAFFIC_LANE
02a08afa-80c4-461d-aed6-166483543b11,54495dd9-7fee-4c3f-9830-b5ff402ce630,CAMERA,a5a228ae,,TRAFFIC_LANE
02ecb49d-d210-4fa7-9ddd-1981a2f3080b,44cd91b1-2b8d-4833-9ecc-5864b15837c0,CAMERA,8a8afa3b,,WALKWAY
02f76ff2-1299-4751-ac79-ff1c5627bd56,280c3f2f-3008-4c6c-806f-573aba3a9dec,CAMERA,f94db69e,,TRAFFIC_LANE
02fcac6c-983c-44f4-b426-ad06f9191960,c542630f-7a1d-4a67-baef-5b428ab6ed85,CAMERA,g99omomi8gsjzy6j365,,TRAFFIC_LANE
02fd833c-5d93-45f3-99fc-844c492f3067,40b6bd95-386f-4970-8bc5-ee852c509fc1,CAMERA,78ae2aa8,,TRAFFIC_LANE
030f05c0-2d43-41e4-ab1f-14827143e972,a6ec13e0-2b6c-4ca2-a278-33ec648e0e79,CAMERA,e2d55d86,,TRAFFIC_LANE
0318df8e-78fc-4022-aaaf-5d196fd766f5,cb1c1dfa-3901-4741-9391-70e275e41270,CAMERA,q77h5sbs1jk20sbop5,,TRAFFIC_LANE
031e46aa-fbff-4f5f-a1a4-da43869320d2,e79ec0a1-c915-4506-ad12-6e665bb8b779,CAMERA,nw2h68jns6ijlwoh5cw,,PARKING_ZONE
035ad166-df4c-4287-9960-71517628b26f,d051e5b4-75d7-4528-9e20-4d633f812c9f,CAMERA,38o9wak5m3okahhche0,,TRAFFIC_LANE
03694ffb-943a-4795-829b-da332dc7772a,ae7f70bd-2585-4c60-9252-5dfd472b9dda,CAMERA,wwv9v0nqp7bk9ljyrft,,TRAFFIC_LANE
03744c82-1c2f-4498-b2d6-0a93a9d2a1c0,34c40fde-9f2c-46ee-b5c6-f4efbd5a2afe,CAMERA,02853b1b,,TRAFFIC_LANE
03a0d8b1-eafd-404c-932a-55da72e0db1d,917c662c-784b-48ba-bf47-490142cc9224,CAMERA,8euli5xg5mk9m0nznz,,TRAFFIC_LANE
03affc64-5fdc-426c-98bb-8571da568449,f4373d1d-4055-4b31-9dab-0dcabf0e85fd,CAMERA,l8l2bzsmlamk2cd2d9e,,WALKWAY
03b2ac9f-7329-44f6-bd8c-a850fdd05edc,26389a6b-6c8a-470a-850e-17d50c81ca11,CAMERA,cd3hpr3g4dbjj7eqrgz,,PARKING_ZONE
03b2ac9f-7329-44f6-bd8c-a850fdd05edc,26389a6b-6c8a-470a-850e-17d50c81ca11,CAMERA,3f446815,,TRAFFIC_LANE
03bdb7e4-175c-4c22-b73c-ddced5a8575c,1bb5b219-b65f-42ab-b5c3-4e73a305feca,CAMERA,qkn5vw3h7qjjiey5qrt,,PARKING_ZONE
03c2783d-e562-43d8-b273-bd9832147d21,25040659-1dbd-45ca-b85e-ed860d9ed569,CAMERA,61d725ad,,WALKWAY
03d61951-f569-46c9-9b4d-92025159c4bd,4d163163-fd63-4006-9b21-adb77b7612f9,CAMERA,91809c6b,,TRAFFIC_LANE
03fd768a-52b9-41ea-ac8f-14f66245a795,9143cf58-a267-45e6-a410-8cb9111ecddb,CAMERA,jgkwb0ihfak12mjxk7,,TRAFFIC_LANE
04056e2e-5edf-4386-b865-17ed4314d411,79cdd77e-67b6-4550-8c68-132108a49445,CAMERA,45528183,,TRAFFIC_LANE
040abe9d-488c-4900-8dae-e56e270eea70,4bd1f012-3ed6-472f-8706-20964797d5a3,CAMERA,agzfqa3sdpk7klltuy,,TRAFFIC_LANE
040d3f2d-facc-4220-bf32-daa822c8cbbf,760c5211-0550-40ff-80fe-1be8ffe9cbc2,CAMERA,s7qo00u82tpjjiwtzld,,PARKING_ZONE
040d3f2d-facc-4220-bf32-daa822c8cbbf,760c5211-0550-40ff-80fe-1be8ffe9cbc2,CAMERA,a78f5f51,,TRAFFIC_LANE
040d3f2d-facc-4220-bf32-daa822c8cbbf,760c5211-0550-40ff-80fe-1be8ffe9cbc2,CAMERA,m0bupjh637jjiwurrh,,PARKING_ZONE
0440935a-a233-4821-9155-a28f321e1e13,c129087d-f463-4021-b6b1-0e10331e36e4,CAMERA,kl5w5avtksjl6t82cw,,PARKING_ZONE
0440935a-a233-4821-9155-a28f321e1e13,c129087d-f463-4021-b6b1-0e10331e36e4,CAMERA,20x5ltpmvwfk0cl4qx8,,TRAFFIC_LANE
0446f670-e49c-4b2d-a518-5fb5f2e79264,49cebca2-aa6b-4c82-af75-302481882f4b,CAMERA,3b9a70a8,,TRAFFIC_LANE
0446f670-e49c-4b2d-a518-5fb5f2e79264,49cebca2-aa6b-4c82-af75-302481882f4b,CAMERA,0ig1lu2387jjjl6ofr9q,,PARKING_ZONE
044702ed-d908-443f-b1ed-88b334d55e15,7673b535-6733-4aee-b06f-50851ae03086,CAMERA,rjxnrm929wk20t0sko,,TRAFFIC_LANE
0450f87f-227a-46c2-ae16-2e461609c678,edfaa4b0-29cb-4441-8b44-e8a667398cc6,CAMERA,6bc7aa13,,TRAFFIC_LANE
0450f87f-227a-46c2-ae16-2e461609c678,edfaa4b0-29cb-4441-8b44-e8a667398cc6,CAMERA,brqrpclath6jnq2x1pd,,PARKING_ZONE
045cc3b2-a13c-4591-a078-f037b61837b5,6cd52e3d-ed36-45e7-97eb-b7d599aed1da,CAMERA,p91ac5qvqzkjnepk9pf,,PARKING_ZONE
04810cd6-3598-404d-bf43-98488ea3eab7,9b992ec0-b4a1-4aec-abb9-c8bb17ab365b,CAMERA,1hc4k9zagtejmcfyd9d,,PARKING_ZONE
04843b41-bf13-4cea-8592-a149600802c9,15006d0e-cb1f-47e2-b66f-8e45eb3cdd1e,CAMERA,ebu7u66f307jk01l3my,,PARKING_ZONE
04844663-887d-4908-971c-b9cc5f6b59af,1c3cc464-8f1a-421d-a264-65b19b22d5c0,CAMERA,20ulfcksb4ukjlic7wwz,,PARKING_ZONE
04dabd76-d172-4b8c-85b1-d0dd85e809bf,f151d3dc-304e-4796-ac49-e09ead130f58,CAMERA,6534c1f1,,TRAFFIC_LANE
04dec1e4-a9c6-405e-a21c-04d105a6c03d,97864462-5927-4b4c-9472-f2ed014f6964,CAMERA,4zcr3cs5ye3jzeajg7h,,PARKING_ZONE
04dec1e4-a9c6-405e-a21c-04d105a6c03d,97864462-5927-4b4c-9472-f2ed014f6964,CAMERA,gwem9xes5ujzeakihp,,PARKING_ZONE
04dec1e4-a9c6-405e-a21c-04d105a6c03d,97864462-5927-4b4c-9472-f2ed014f6964,CAMERA,h1cf175yvnujzeajx1d,,PARKING_ZONE
04ea7521-6d30-475a-a65f-8b9417c782cf,114b2e51-b701-4f72-930e-9c771a8f4776,CAMERA,20e7e943,,TRAFFIC_LANE
051bcbb1-1160-458a-9efa-b8bab6809d62,83f259bc-4fce-4b53-a312-d0e67a16a381,CAMERA,g11mswn6su6jinf7ib1,,PARKING_ZONE
0525f3e4-ed3b-4b8b-8712-36487b641567,5af7ff8b-5e4e-4821-89c7-c39ac88d5475,CAMERA,d7c4e93d,,TRAFFIC_LANE
052874d2-fe19-40a2-9992-ad808afece5d,e9956587-2386-4f73-b02e-99d01cf14da5,CAMERA,xkh1r673ukjjksnhy1o,,PARKING_ZONE
052a12aa-1672-4593-98e3-1a14c0435a4d,63904ebb-0e00-4f16-9e52-d7dee9e18e5d,CAMERA,iohgstpoo5k9bvrhao,,WALKWAY
05330a7b-5b72-4135-9680-b650ede1cb32,4b45e488-64d6-4e40-82e4-62536b649be6,CAMERA,8vikpt3t85gk0prbgn4,,TRAFFIC_LANE
05330a7b-5b72-4135-9680-b650ede1cb32,4b45e488-64d6-4e40-82e4-62536b649be6,CAMERA,7jylpsbvnejjiytb0ub,,PARKING_ZONE
05576c0d-3c82-4bae-8ee5-a3d81e99d125,11a495a3-4c60-401a-bf30-d12a228a90fc,CAMERA,424a7e4c,,TRAFFIC_LANE
0557e34f-3cd5-4a2e-a2db-d6e970a93184,f4a7387c-bac7-42d7-b47f-419cd7ad3bd9,CAMERA,dolfx6vqhkdjli4wtb5,,PARKING_ZONE
0557e34f-3cd5-4a2e-a2db-d6e970a93184,f4a7387c-bac7-42d7-b47f-419cd7ad3bd9,CAMERA,uzt7oz8xntsk19tdnzz,,TRAFFIC_LANE
0557e34f-3cd5-4a2e-a2db-d6e970a93184,f4a7387c-bac7-42d7-b47f-419cd7ad3bd9,CAMERA,4or0hs4gdo9jouger5k,,PARKING_ZONE
058ba03a-646a-4627-a8ac-afe784929619,606457b7-e717-4cd3-b53b-b91b6f20ad55,CAMERA,hkl2c2wyk2pjim9liy5,,PARKING_ZONE
058ba03a-646a-4627-a8ac-afe784929619,606457b7-e717-4cd3-b53b-b91b6f20ad55,CAMERA,cbdc0fba,,TRAFFIC_LANE
058ba03a-646a-4627-a8ac-afe784929619,606457b7-e717-4cd3-b53b-b91b6f20ad55,CAMERA,kds6lzzc8jily5kgx,,PARKING_ZONE
059e2702-7474-44b4-8f44-ac6ba90e5929,0c735d78-d696-4008-a56b-f173ef3a8185,CAMERA,ch3isvxhj5pjggk33kz,,PARKING_ZONE
05ad72ca-94e9-4016-8547-0eea0381358f,08cbccff-cdd0-404f-af62-0346a4480d5c,CAMERA,eof8co3zprkjn1t705g,,PARKING_ZONE
05ad72ca-94e9-4016-8547-0eea0381358f,08cbccff-cdd0-404f-af62-0346a4480d5c,CAMERA,72de9e94,,TRAFFIC_LANE
05ad72ca-94e9-4016-8547-0eea0381358f,08cbccff-cdd0-404f-af62-0346a4480d5c,CAMERA,xum44qx1ixjjzr386o,,PARKING_ZONE
05ad72ca-94e9-4016-8547-0eea0381358f,08cbccff-cdd0-404f-af62-0346a4480d5c,CAMERA,eb6ekdaw1d5jl85cxp3,,PARKING_ZONE
05c1fba2-f6cf-4216-8900-eb3a435a3415,3c8e4540-27a8-47be-a111-29cf670c07b3,CAMERA,d995f0de,,TRAFFIC_LANE
05c694f2-cf43-4c97-8795-aff91a34b48f,e8beafbf-7836-48c3-bb14-440970eecd6d,CAMERA,638e00d3,,TRAFFIC_LANE
05e7d1b9-eee7-49e4-bd5e-8d0b78fcff5f,aae794f0-0085-4c4e-a2c7-2c1b3b025c9d,CAMERA,edaa5c20,,TRAFFIC_LANE
05f0f323-734f-44d9-9b47-022e5add72d9,283e9d73-d5be-4352-a395-d8ae2c13022c,CAMERA,f0d39304,,TRAFFIC_LANE
05f1b495-4b0f-47c4-a994-f38aba8b0942,2c9a585f-bb9e-42e1-b6c1-7364639fa1d2,CAMERA,7d4xw51hr4nk0h2d6st,,TRAFFIC_LANE
0608f4f5-4e94-496b-a626-787f85984898,6e5c6353-61ab-4e7b-86df-cf0918f50ed2,CAMERA,0a7a5bd6,,TRAFFIC_LANE
06180440-e6fc-4514-bc73-315c3e415b18,56dd5522-3e3c-4d8f-93ab-f33e63d5be77,CAMERA,d5fcdeeb,,WALKWAY
06559514-6aaf-4cd2-8fe3-dc34b343f732,285c2660-c763-478b-b0d0-9a21a8e0596a,CAMERA,2ye91iykrz1jnkt6n4m,,PARKING_ZONE
06559514-6aaf-4cd2-8fe3-dc34b343f732,285c2660-c763-478b-b0d0-9a21a8e0596a,CAMERA,09cb469f,,TRAFFIC_LANE
06682a37-f6cf-4f79-bc5e-f6638255f30b,0fbd1fc3-5bd7-4216-9f8f-edc3cf62467d,CAMERA,d7b6d1bc,,TRAFFIC_LANE
06693e98-073a-4fa4-8000-fcb304331440,defefbf1-52b1-432c-8f70-6015a6fa2ea0,CAMERA,zuttzq1p9qk0mr5tt4,,TRAFFIC_LANE
066eb187-9b0a-4bb0-bfcd-a657b9224e80,1e5049c4-09ad-4884-b6a1-4755da90c1ad,CAMERA,nhxcsyw4u6hjivym1zq,,PARKING_ZONE
066eb187-9b0a-4bb0-bfcd-a657b9224e80,1e5049c4-09ad-4884-b6a1-4755da90c1ad,CAMERA,0d771eewaqpjnlr39e0,,PARKING_ZONE
066eb187-9b0a-4bb0-bfcd-a657b9224e80,1e5049c4-09ad-4884-b6a1-4755da90c1ad,CAMERA,070aaf6d,,TRAFFIC_LANE
067561ae-8111-4797-9698-3e2ab53dacf1,e8e8024b-c053-4be7-b762-cd98be21fbf9,CAMERA,tk8cu8c1ipjnvsbmqr,,PARKING_ZONE
067ab9e6-1911-4c13-954c-e77857bd7e1b,fcb86092-3ad8-476d-99d5-d693ab1a238a,CAMERA,556e637d,,TRAFFIC_LANE
067f421b-2286-4b18-b6e5-76bc55c2e5d8,5e012729-d1d3-4a54-be1a-cb34cda3e5d7,CAMERA,f58c94da,,TRAFFIC_LANE
067f421b-2286-4b18-b6e5-76bc55c2e5d8,5e012729-d1d3-4a54-be1a-cb34cda3e5d7,CAMERA,rtrqeq1a4vcjiw03u68,,PARKING_ZONE
06af8b99-8f1f-4aa6-9554-dc7a3b3af086,365cad41-0227-4da9-85b7-8410c6fb43c4,CAMERA,03589baa,,TRAFFIC_LANE
06af8b99-8f1f-4aa6-9554-dc7a3b3af086,365cad41-0227-4da9-85b7-8410c6fb43c4,CAMERA,vvlcjbcp84qjuvkwle3,,PARKING_ZONE
06af8b99-8f1f-4aa6-9554-dc7a3b3af086,365cad41-0227-4da9-85b7-8410c6fb43c4,CAMERA,canmp0qpnbjuvkwwyb,,PARKING_ZONE
06edd554-6e57-406d-b4c2-eca1ed1a3206,85aaaf2b-a8bf-47be-9a94-0076a5eeb2e3,CAMERA,35d2ccbf,,TRAFFIC_LANE
06f2d55a-efd8-47df-b2c5-babed4838389,e7c1b543-f642-4d22-ab50-438f0dd0b098,CAMERA,z85vsyf0bpbjin64ybo,,PARKING_ZONE
06f853d9-e9ff-4964-92ff-a9d35115ca96,30e732af-b16e-4b68-94b5-aa8c79176b87,CAMERA,1lcw5bxw472k0fnto12,,TRAFFIC_LANE
06f853d9-e9ff-4964-92ff-a9d35115ca96,30e732af-b16e-4b68-94b5-aa8c79176b87,CAMERA,gg2stpc0xxjnkscuuj,,PARKING_ZONE
06fc5f10-5081-41e7-bf25-e71728ae18fb,6c8e9702-a221-49a7-8196-fdc34c5a4f93,CAMERA,zqlaldzdrbek05jbos9,,TRAFFIC_LANE
0713d40b-92dc-4827-836b-9389b57bd286,9f111202-67b1-44e2-bc8a-ff8d275c2d2d,CAMERA,d10ck3mnangjkl4df2q,,PARKING_ZONE
0713d40b-92dc-4827-836b-9389b57bd286,9f111202-67b1-44e2-bc8a-ff8d275c2d2d,CAMERA,25df101d,,TRAFFIC_LANE
072e376c-5280-4fe7-b4a0-ab6cd4ddf931,ec167a91-f833-450a-b430-f135aae7ba6a,CAMERA,a44ff496,,TRAFFIC_LANE
072e376c-5280-4fe7-b4a0-ab6cd4ddf931,ec167a91-f833-450a-b430-f135aae7ba6a,CAMERA,3ezvulw70m5k25802a5,,PARKING_ZONE
07623b58-3dce-4f73-b60a-e92506bc8891,89a198bb-c9c0-43e0-826d-4026a7e18d25,CAMERA,e12e9c68,,TRAFFIC_LANE
077e75d2-24ab-4f73-b0b7-567cc889cd4c,870d87f9-6580-42db-bc7b-eaac4bcbdaf4,CAMERA,deefbc3f,,TRAFFIC_LANE
078d6fec-e6ef-43e7-926f-a4a481d868d9,c3468a46-82d4-4507-bb4a-288a0d4b0ad1,CAMERA,9vbjlyuhj5rk20rz57p,,TRAFFIC_LANE
079a0114-fd93-48e4-b0eb-345b7582d666,297ee9d5-3f09-42ec-aba6-b9c925c0575e,CAMERA,p7nj04n6b0ejh0pgzvh,,PARKING_ZONE
07a6f859-f5bd-472e-b6ae-29847d0f0424,8c8d7c45-fffb-471c-b51c-ba985a335df8,CAMERA,2cd0c2c6,,TRAFFIC_LANE
07b15ea6-4356-4d2d-b4d6-5147c9127432,a70c1752-cd90-4e33-a96e-7b070f795d2c,CAMERA,7c17dbe6,,TRAFFIC_LANE
07dd6488-e86b-44ba-8124-c8b3a098b73a,82d37a92-1d55-4dca-88c3-78949b611fe6,CAMERA,858aa1e7,,TRAFFIC_LANE
07e6cc34-81fc-49b7-b268-d1fcecd6396a,4ce52f54-09a5-43c3-a3ba-09d72fea0e2e,CAMERA,55b4d902,,TRAFFIC_LANE
07fed2db-1e69-4e0f-b21f-406c2bc5a11c,95604a81-ef12-4e0d-b0e2-12d0688f422c,CAMERA,0c04edf2,,TRAFFIC_LANE
08011201-6a97-4afa-84a4-447465ce3a13,0732e326-ce60-4d30-8c56-54cb552a9ec8,CAMERA,uk0sxpv6crjg29kl3u,,PARKING_ZONE
08011201-6a97-4afa-84a4-447465ce3a13,0732e326-ce60-4d30-8c56-54cb552a9ec8,CAMERA,e2c74605,,TRAFFIC_LANE
08056851-5148-4ca3-8b9c-0d93cd2979cb,8cf6e711-fd9e-4f3e-80d2-4da0855d8db9,CAMERA,8dnpv9ys18ajlwf3lfi,,PARKING_ZONE
08056851-5148-4ca3-8b9c-0d93cd2979cb,8cf6e711-fd9e-4f3e-80d2-4da0855d8db9,CAMERA,5mvb86fsnqtjiyofm4v,,PARKING_ZONE
08056851-5148-4ca3-8b9c-0d93cd2979cb,8cf6e711-fd9e-4f3e-80d2-4da0855d8db9,CAMERA,a1ab8c66,,TRAFFIC_LANE
